content,sentiment
the time i went to see one of my girlfriends at area i found that she was not there but in the room she was sleeping in the same room there were some women visitors with children so the room was smelling very badly with some faeces and urine in it so i didnt stay any longer,disgust
the time when i cleaned the house and everything was tidy then my cousin who is years old came with a muddy pot and made a mess of the whole thing,disgust
the transpo to pick us up for lunch was always late and the driver made the same excuse every day,disgust
the way my husband and his family treated me unfairly cruelly and unjustly,disgust
there is a ceain person whom i only have seen he makes me cringe feel disgust,disgust
there is a girl at my work that doesnt take care much of her hygiene she comes always with her hair oiled a not very agreable smell and a bad appearance beside this she tries to be nice,disgust
there is a person whom i disgust evrey time i see her i get this terrible feeling i disgust her whole appearance,disgust
there was a cat on the street it had been run over and its head was open we passed beside it,disgust
there was a family fight in my house some time back my uncle had given me a watch as a present and i lost it during the fight he accused me of having sold the watch i was disgusted at his false accusations,disgust
they asked me to throw the rubbish into a dustbin which had some awful liquid accumulated at the bottom,disgust
this happened when i could not get into the school i had initially wanted and ended up doing something i had never thought i would do,disgust
this happened when i went to visit my friend in chelston and found him screwing my girlfriend,disgust
this is an incident that many of us witness in our everyday life in a city like bombay one day i was travelling by bus three men dragged two fellows out of the bus once outside they were beaten into pulp these two fellows who got beaten were pickpockets and they were being beaten by all and sundry i thought to myself what is life it is one hell of a place where everyone is after someone else one waits to cut the throat of the other one just for a living money when i think about such things the purpose of life etc i feel very disgusted and dejected,disgust
this is difficult since i dont remember feeling disgust towards anyone,disgust
this person i know lied about how much income his parents made and received money through grants which he did not need another person is barely making it did not lie and did not receive enough money,disgust
this situation occurred when i entered into a smelling ward,disgust
this was when i saw for the first time a naked woman prostitute run away from a house after having been discovered by the guardian,disgust
through the media and their presentation of a kidnapped child who was raped,disgust
to be kissed by soembody i didnt expect to,disgust
to go through the underground way at suburb station of lapa poor people and the ambulants badly dressed up in a passage badly kept,disgust
to loose friends because of them overestimating themselves,disgust
to see damaged lettuce with worms in the icebox,disgust
very intoxicated men who incite each other to fight i met a vile smelling man on the tram who got closer and closer to me till i got up then he got angry,disgust
viewing the nuclear war film threads,disgust
viewing the results of senseless vandalism to a local primary school,disgust
waiting for a bus not coming for a long time and the bus drivers were having a long lunch,disgust
was confronted with a person having negative thoughts of other people because of their social status beliefs color and outlook on life perspective,disgust
was picking up my father from work and on passing through the valley watched three prostitutes walk up and down waiting for someone to pick them up clothing was disgusting,disgust
watching a tv documentary on seal clubbing,disgust
watching a violent movie,disgust
watching an alcoholic woman who was approaching everyone at the wharf for cigarettes a prostitute in auckland elderly,disgust
we had a bihday pay with friends one of us frequently used hard drugs on the pay i discovered that the other friends also used them while we agreed we would help the big user to stop using it,disgust
we had come back from a programme and we were all three girls staying over at another girls placce one of them staed passing very nasty and outright bitchy remarks at me it was brought on by a male colleagues compliments to me this girl was herself interested in this guy bitchiness and catty remarks made by women never fail to disgust me i can paicularly remember this incident as she knew that i had not encouraged the guy,disgust
we had friends to dinner and one of them threw a beer bottle in the air and it bounced on an expensive table and damaged the table the person did not apologise,disgust
we had gone to our native village and i went to visit a tribal group which believes in goddess kali as it was a festival day they had to offer a hen to the goddess so they cut the head off a hen right in front of my eyes i felt disgusted and evenb gave up eating meat after this incident,disgust
we were at a hamburger bar and a man at a table nearby staed coughing and spitting into his plate,disgust
when a friend dropped a frog down my neck and i didnt know what it was,disgust
when a friend woke me up in the middle of a blessful sleep by knocking on the door then he staed calling me names and saying that he had heard that i had been talking behind his back this was a lie and the guy was drunk to the core,disgust
when a begggar approached me for money i felt disgusted,disgust
when a boy had continued to use foul language and swearing in front of a group of my friends,disgust
when a boy i hated most in our classroom took my t jersey from my desk and put it on,disgust
when a boy put a handful of cooked potatoes down my dress and there was no water to clean up,disgust
when a boy whom i refused to be my lover told all his friends that i was his girl he has refused me because i was not faithful to him,disgust
when a classmate of ours knocked on our door at oclock in the morning i was disgusted at his behaviour,disgust
when a close friend of mine maintained a relationship with me till she needed me and broke it off when she did not need me she behaved life a really selfish person,disgust
when a close friend wilfully cheated me,disgust
when a close relative got quite drunk it was a relative that i had respected for a long time and looked up to as a child,disgust
when a dog is left whining outside a shop,disgust
when a drunkard in town yelled at me saying that i was a prostitute,disgust
when a friend didnt invite her own parents to her graduation ceremony,disgust
when a friend of mine got drunk and staed to blame and scorn my other friends and me,disgust
when a friend of mine keeps telling me morbid things that happened to his dog,disgust
when a girl i knew aboed and threw the seven month foetus in a manhole,disgust
when a girl in my class on the secondary school appeased the teacher resulting in getting a higher grade this occurred often with her,disgust
when a girl said in my back that we were in love and she had actually refused me when i confronted her she staed insulting me,disgust
when a girl that i liked didnt accept my cuing,disgust
when a man spoke very sexistly in the company of some friends of mine,disgust
when a member of the family complains about the food that is served it disgusts me,disgust
when a person i did not know hu a friend of mine,disgust
when a person saw that i was accused of something i had not done and did not do anything to defend me,disgust
when a skunk invaded camp,disgust
when a student accused me of having stolen his textbook as he had found a form bearing my name in his other books and all my explanations fell on deaf ears,disgust
when a very diy classmate faed in my presence there was a terrible smell,disgust
when a very near person got into an awkward situation but showed only helplessness and indecision,disgust
when after a pay celebrating a friends st bihday upon leaving i found people outside throwing up and fuher unconscious,disgust
when after a storm in the country i left my shelter and saw a big fat slimy green toad by my side,disgust
when an acquaintance he was drunk of my roommate vomitted on the kitchen carpet it was past midnight and my roommate had just moved in this acquaintance had helped her move in,disgust
when an acquaintance of mine told me about the way his parents treated their sons in an unequal manner the most successful of them got continuous encouragement and the youngest was not encouraged and was rejected,disgust
when an alcoholic stood dribbling over a food counter,disgust
when an employer of my younger sister yrs made a pass at her,disgust
when an uncle of mine who is very ill staed to cough wich sounded very diy he cant help it of course,disgust
when an unpleasant person tried to make friends with me a subtle small insignificant grey being whose helplessness and neutrality evoked the feeling of disgust in me,disgust
when an untidy and heavyly drunk person made endeavours to approach me,disgust
when at school i thought that i was going to get the best results in mathematics but it was someone else who got the prize,disgust
when employer made a pass at me whilst i was at work,disgust
when i am diy because i have not had a shower for a few days,disgust
when i ate a rotten apple,disgust
when i attended school our class visited an institution for mentally and physically handicapped persons although i tried to control my feelings i was disgusted,disgust
when i beat up my brother in order to control him and make him obey my parents orders,disgust
when i became aware that an acquaintance had stolen from friends,disgust
when i boarded yanu yanu bus i sat near a man who was smoking tobacco,disgust
when i came to know that my father and his parents were self interested diy negative egoist bad peolpe,disgust
when i committed a sin mentioned in anger a sin of sexual immorality,disgust
when i could not attend the college picnic due to some difficulties,disgust
when i dined with my new friends one of them kept reminding us that he was superior,disgust
when i discovered my mother had been having an affair with my fathers best friend and then ran away with him without even speaking to me about what she was doing letting me come home from school simply to find her gone i was filled with disgust and contempt,disgust
when i discovered that my mother had been involved in adultery,disgust
when i discovered that the house we had hired in tonga was full of cockroaches,disgust
when i entered a brothel and saw two sailors with a young prostitute who was not older than,disgust
when i entered a toilet in a bar and it stank,disgust
when i entered the dissecting room for the first time i think i felt disgusted mainly because of the bad smell of formaline,disgust
when i entered the wound intensive care at the central hospital in blantyre which was stinking,disgust
when i failed an exam,disgust
when i failed my first biochemistry test,disgust
when i failed the grade exams,disgust
when i failed the entrance exam of the medical school and was studying biochemistry which has no job prospects in zambia,disgust
when i failed the grade twice and only passed it the third time,disgust
when i failed to secure employment after my form in lusaka despite my excellent ceificate,disgust
when i felt the smell of industries that pollute,disgust
when i first saw the state of a cafeteria in the grounds of the university due to students own lack of concern for the environment in which they eat and drink rubbish and spilled tea and coffee left everywhere,disgust
when i found a bristle in the liver paste tube,disgust
when i found a maggot in my food at the dinning hall all the food had gone bad,disgust
when i found my girl in bed with another man,disgust
when i found out how the people of ethiopia were starving and their government was spending millions on celebrating being in power so many years then i saw all these people on tv needing food etc,disgust
when i found out some family friends were embezzelling the company they worked for using company petrol and food supplies and claiming furniture and crockery,disgust
when i found out that someone close to me was fliing around,disgust
when i found out that the seat in the coach that i had booked had been sold to somebody else,disgust
when i found out the cia was mining nicaraguan harbors,disgust
when i got grade c in m at the end of my first year at unza i had expected a c or a b as m is easy going by my capacity in mathematics,disgust
when i got indecent offers,disgust
when i got to know the details if the famine in east africa,disgust
when i had exams a relative of ours who lives in another city came to visit us and i felt disgusted at him,disgust
when i had just moved into my new appament i found a ventilator in the kitchen i was going to clean it when i found that the drum was full of mud and slime i felt disgusted,disgust
when i had to dissect a live mouse at school,disgust
when i had to eat scraps from a dustbin because of a bet,disgust
when i had to finish those big amounts of homework in time,disgust
when i had to plunge in a swamp of fetid and stagnant water,disgust
when i had to sleep in a bed at a hostel which was full of di,disgust
when i happen to witness some sadistic acts,disgust
when i have seen people very drunk and making fools of themselves,disgust
when i heard about a murder of a yearold girl,disgust
when i heard about the advances an acquaintance of mine had made to my friends who did not approve of them,disgust
when i heard about the disaster in bophal india,disgust
when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,disgust
when i heard about the way a parent of a friend had mistreated him and caused a great instability,disgust
when i heard of the assassination of the indian primeminister indira gandhi,disgust
when i heard that a years old girl had been raped by four rikshaw drivers in our town,disgust
when i heard that a woman of my community had aboed and got rid of the foetus by throwing it in the drain,disgust
when i heard that my sister had shouted at my friends cousin at their place,disgust
when i heard that one of my good friends when at a pay had got herself involved with some very undesirable characters and was experimenting with drugs,disgust
when i heard the bad news about the death of a close person,disgust
when i knew that a person who i didnt like had about me other feelings,disgust
when i learned that a relative had been spreading rumours about me,disgust
when i learnt that my best friend had failed the exams,disgust
when i learnt that my cousin sister was pregnant,disgust
when i learnt that my offer to study at the university had been withdrawn and so i would not get hostel accomodation at unza even though i registered as a student later,disgust
when i listened to a conversation of friends talking about the power of money,disgust
when i lose on my bets on anything baseball football basketball track craps poker or arcade whether its dollars or i feel that i should never have done it in the first place,disgust
when i lost the notes of the lecturer i had borrowed from my friend,disgust
when i made love with someone who i didnt really love sometimes i even considered him unlikable,disgust
when i met my boyfriend with another girl,disgust
when i nearly walked on a blindworm and then saw it crawl away,disgust
when i needed another job and tought that a good and known person my employer could help me he simply said that he couldnt help me,disgust
when i noticed that a nice person was being exploited economically,disgust
when i noticed two spiders running on the floor in different directions,disgust
when i opted for my research field for them the percentage of marks was more impoant than my knowledge,disgust
when i patronized a ceain tavern which had prostitutes it was almost a brothel,disgust
when i read a newspaper aicle on a young girl who had been raped and assaulted one night by several men when she was unconscious,disgust
when i read about or think about environmental pollution the armor race starvation etc then one realizes that mankind is bad most impoant is power and money at the cost of nature and mankind,disgust
when i read racist slogans on the walls,disgust
when i realized that my closest friend had said bad things about me when i was not around and had betrayed me by making friends with my boyfriends other girl,disgust
when i red a repo in the magazine vesa about an iranian telling what she had lived in the prisons in iran i felt disgust about that people,disgust
when i saw a big spider from very close,disgust
when i saw a documentary film about world war ii about hitler and his adepts,disgust
when i saw a dog which had been knocked down by a car,disgust
when i saw a drunk man urinate upon himsellf and he seemed to be thoroughly content with it,disgust
when i saw a fight i had a physical reaction of disgust and of deep peurbation,disgust
when i saw a film in which the man suffered from an illness and his skin came peeling off,disgust
when i saw a film in which there was a scene where women were cut to pieces above all it was the blood and the confusion which impressed me most,disgust
when i saw a film where a black was rapeing a girl while another one was filming it for a pornographic movie,disgust
when i saw a girl in my economics discussion section smiling and asking stupid questions to the ta just to get attention she was obviously asskissing it happens in every econ discussion held weekly,disgust
when i saw a lady putting on a pair of trousers i felt it was a disguise according to malawi culture,disgust
when i saw a lot of rubbish and animal waste on the floor,disgust
when i saw a male engineer one year and came back to find he was now a female i dont know itthem personally,disgust
when i saw a man who hadnt the lower in a car exhibition he was passing a handkerchief from inside to outside of his mouth,disgust
when i saw a picture in the gothenburg post of a totally demolished car with two fatally injured passengers the car was so badly damaged that they couldnt get the bodies out at the scene of the accident,disgust
when i saw a scene on tv where a castration was shown,disgust
when i saw a spider,disgust
when i saw a tv programme on animals in the film world mistreated and used,disgust
when i saw a very disagreable scene,disgust
when i saw a wino by some cans with food stamps and use the change to buy wine,disgust
when i saw a woman subjugated by money and not being able to hide how she hated herself for not having the will power to get out of such a situation because it was convenient according to what she told me,disgust
when i saw a woman who had been run over by a train just off kafue the woman had been cut to bits there was blood and splinters of bone every where,disgust
when i saw all the starving people in ethiopia on tv it felt awful to see such suffering,disgust
when i saw an accident where the man lost his head,disgust
when i saw an insect going up my arm,disgust
when i saw hundreds of snakes twisting over one another in a movie,disgust
when i saw our computer teacher,disgust
when i saw president reagan get elected,disgust
when i saw several people washing their car with water from a drain,disgust
when i saw someone eating live worms,disgust
when i saw the film memorie of prison i saw a scene of masturbation of a man in the hold of a ship apa form fact that the film wasnt pleasant i had a leg of coconut candies in my hands,disgust
when i see all the putridness of people the fact is the catarrh and spits that whash the streets of spaulo,disgust
when i see dead dogs on the road,disgust
when i see people who have no sentiments,disgust
when i see pornographic films,disgust
when i see rotten meat,disgust
when i see someone vomitting,disgust
when i see that some people remain cold and egoistic with regard to close friends even in situations that those friends need them,disgust
when i see the acts and deeds of a blind drunk man,disgust
when i slept with a guy because my best friend wanted me to he had never had intercourse with anyone and had a terrible complex about it,disgust
when i stand at the bus stop for one hour waiting for the bus to arrive,disgust
when i stayed in the house of friends i washed my face and wanted to dry it with a towel this towel seemed to have been used over a long time already it smelled indefinably awful,disgust
when i study my butt off for a midterm and still get an average grade,disgust
when i take a look into a slaughterhouse and when listening to stories about touring people or animals,disgust
when i think now about the way my father behaved when filing a divorce,disgust
when i tried to explain to my child as to why there were magazines wiith naked girls on them at the kiosk,disgust
when i visited a creche the conditions werent too precarious but the children were in conditions of physical and emotional penury,disgust
when i vomitted a lump of blood,disgust
when i was a child i broke plates because i wasnt given food on the grounds of coming home late,disgust
when i was a child i was sometimes forced to eat things that disgusted me,disgust
when i was a child one day while playing i fell up to my waist in mud,disgust
when i was a teacher in an evening school a girl raised a lot of questions and expressed her opinions she very often took a stand which was different from mine and she thought that it was better than mine her opinions were helpful academically but she did not take into consideration my position in public also she seemed to be very talkative and so she disgusted me,disgust
when i was a young teenager my brotherinlaw to be had made heavy advances to me i did not understand very well what it was all about but i reacted strongly and the feelings are still there,disgust
when i was about to clean the draining board and saw it looked underneath the sink i live in a students hostel,disgust
when i was accused of having impregnated someones daughter it was the girls cousin who had done it,disgust
when i was an auxiliary nurse at the hospital and i had to change the nappies for the first time of a very old and sick woman,disgust
when i was denied my favourite dish at the dinning hall shima with roast chicken i felt disgusted,disgust
when i was getting so fat,disgust
when i was getting up i found a live cockroach in my bedroom,disgust
when i was giving private tutorials to my student he would not concentrate and was lazy he had not done the home work that i had assigned and his academic level was very low it was a nuisance,disgust
when i was in a christian institution sometimes the nuns would send back the people who came to visit us when it was not the visiting hours this disgusted me,disgust
when i was in eindhoven on an exhibition of hernan nitsche who made paintings with real blood there were also photographs about the killing of cows,disgust
when i was in the army we got a ceain dish for dinner that i do not like at all we were not obliged to eat but i was very hungry,disgust
when i was molested by an old drunk man,disgust
when i was on holiday someone vomited in front of me,disgust
when i was presumed to have stolen maize from the school garden,disgust
when i was reading a book it had nothing to do with the book itself but with the disagreable smell of the pages of the book,disgust
when i was refused a transfer from my school to another simply because it was far away from my house,disgust
when i was still a child i saw a horror film on tv in which there was a rotten human skull,disgust
when i was studying and someone disturbed me,disgust
when i was studying in the library a pair of lovers were sitting next to me talking in an intense and soft voice they were disturbing others,disgust
when i was substituted in a play which was to be staged after i had learnt all the lines,disgust
when i was taking my girlfriend out she seemed to have taken her time,disgust
when i was talking to a person who is a hypocrite i felt disgusted at his reaction,disgust
when i was teaching a student staed making silly remarks in class,disgust
when i was the south koreans on the tv,disgust
when i was told that i had no right to control my lover,disgust
when i was told that the brother who was staying with me would not go to the training school that year but only the year after,disgust
when i was touring asia with my present football team i saw old europeans with young asiatic prostitutes,disgust
when i was travelling to school by bus i went past a place where a sewer had been repaired there was a bad strong smell which suffocated me and i wanted to leave the place immediately,disgust
when i was walking in a field which had a lot of manure,disgust
when i was walking on the street i slipped on the dung of a dog i did not fall down but i felt disgusted by the bad smell on my sole,disgust
when i was watching a movie with many violent episodes they accurately showed the cutting of corpses etc,disgust
when i was watching some scenes from the beoluchis film twentieth century,disgust
when i was weeding the garden i found a lizard in my hand,disgust
when i was working as a nurse in a mental hospital a patient ate up the contents of another patients spitoon,disgust
when i was working i got treated in a way which i felt was not democratic,disgust
when i was young one day in the car we fell sick and ended up vomitting on each other,disgust
when i was younger i often saw my father come home drunk he had big problems at that time once he woke me up in the middle of the night and shouted at me,disgust
when i watched a repo about el salvador on tv i saw people who had been murdered by terrible methods,disgust
when i watched tv and saw a performance of prince a popidol disgusting hed better be a stallion,disgust
when i went home by train from sicilia i was molested by a man,disgust
when i went in a clinical hospital and saw in what conditions people are attended there,disgust
when i went to repo a stolen good at the police station the womanofficerincharge was very rude and did not seem to have respect for anyone,disgust
when i went to the clinic for a medical checkup and saw the way the lecturer was conducting the lecture and the kind of responses he got from the patients,disgust
when i went to visit a relative and saw how messy and diy his place was in the absence of his wife,disgust
when i witnessed an accident,disgust
when i woke up one morning and went to the kitchen i discovered that our dog had diarrhoea there were small piles all over the floor and the smell was choking,disgust
when i worked at the lifesaving service i was disgusted by a patient whose outward appearance was distasteful,disgust
when i worked at the lifesaving sevice and saw the first exitus,disgust
when i for the first time failed a junior exam ie form,disgust
when in my childhood we were forced to take codliver oil,disgust
when junior doctors returned to work after bunking them,disgust
when kanishka was blown up i really felt disgusted at people killing each other,disgust
when mum had beaten my young sister just because she had received a letter from a boyfriend,disgust
when my best friend staed getting involved in my private affairs,disgust
when my brother promised me money but he failed to fulfill the promise,disgust
when my cat vomited and a worm came out which was still alive i was forced to wipe it up,disgust
when my cousin put feaces in my washing a silly idea which was meant to be a joke,disgust
when my demand for accomodation on the campus was refused and the rooms were allotted to first year students who were from rucher and came from influential families,disgust
when my elder brother failed form five in when i was years old,disgust
when my father revealed inconsistent morals,disgust
when my father shouted at me for going to a pay with my sister,disgust
when my father thought that i was an unrelaible son,disgust
when my fellow classmates were involved in a quarrel,disgust
when my friend got very low marks in field work even though he had worked throughout the year i had this feeling,disgust
when my friend who is close to me got engaged and did not invite me,disgust
when my friend who was drunk insulted me in public for no reason at all,disgust
when my friend after a beer spree vomitted in my sitting room,disgust
when my friends and i were camping in a weekend and with little food we met a middle age couple from a small town that invited us to eat in their house their house was small badly built with old and diy forniture and utensils the problem was with pans and dishes and even the food,disgust
when my girlfriend told me that she was no longer interested in me,disgust
when my grandmother came to stay with us permanently as she is a very difficult person to stay with and when she staed telling false stories about us to other people,disgust
when my grandmother was about years old she lived with us for several years i saw her illness i did not even want to breath the air that smelled of her presence,disgust
when my husband quarrelled with me for no reason at all,disgust
when my husband told me about his premarital affairs,disgust
when my mother betrayed me by obtaining money from my husband when we were separated pending divorce,disgust
when my mother got a terrible beating from my father it was so bad that she fainted and it was only then that my dad realized how bad it was,disgust
when my mothers new husband treated her and my brothers and sisters badly,disgust
when my oldest sister discovered that her boyfriend had another girl,disgust
when my parents behave very witty towards me they make insipid jokes about which they laugh or my mother who treats me like a little child,disgust
when my parents insisted that i take up a teaching career,disgust
when my parentsinlaw scolded me without any reason in front of the other members of my family for the first time they had called me from my room where i had been studying for my exams,disgust
when my relatives troubled me so that i would help them financially,disgust
when my roommate and i had dinner together we decided as to who would clean the bowls one day when i came back from school i found that she had not cleaned up since i had to cook dinner i cleaned them myself and felt unhappy and disgusted,disgust
when my roommate came home at in the morning after sleeping with a guy she did not know because she got drunk se has a boyfriend too,disgust
when my roommate forgets to flush the toilet,disgust
when my roommate made a mess of the room after having drunk the whole night at a graduation pay ceremony,disgust
when my sisters boyfriend accused her of having been sleeping around,disgust
when my uncle comes times a year for the traditional christmas dinner with my grandparents and other relatives and is very drunk,disgust
when my younger sister visited me during the school holidays and told me that she would not go back to school because she was pregnant,disgust
when once again i drank too much and felt very rotten the morning after,disgust
when one finds out that someone you know is not at all like one had thought for instance friends who steal and things like that quite unwarranted,disgust
when one individual takes advantage of andor injures another relatively defenseless individual consciously i feel disgust mingled with anger a person on my dorm floor verbally assaulted another person for having a ceain religious belief,disgust
when one learns through the mass media all the wars and killing going on in the world,disgust
when one of my friends staed misbehaving,disgust
when one of my parents verbally personally abused the other,disgust
when opened a box of biscuits and found worms inside,disgust
when other people refuse to do their house jobs and give the work to someone else,disgust
when people are eating unsavoury smacking belching speaking with food in their mouth etc,disgust
when people around me did not understand me the right way,disgust
when people manipulate others through appearing better than what they really are,disgust
when peoplepress analyze a paicular newswohy item cal football team which i am a member and can only see the situation in a bad light and always put the team down,disgust
when programmes on violence or pornography are shown on tv,disgust
when reading a newspaper story of a man who had committed incestuous acts on his twoyear old child the thought that anyone could do such a thing is abhorrent to me,disgust
when some friends and i get acquainted a guy during vacations i thought he was disgusted and a friend of mine for whom i feel a little disgust wanted to stay with him,disgust
when some people including me are treated in a way which equates them to an animal or a thing,disgust
when somebody behaves like a scoundrel recently a colleague of mine used the name of another one for his own benefit,disgust
when somebody despised a friend of mine,disgust
when somebody made me touch human faeces,disgust
when somebody who had been a bully and had acted cruelly to others who were unable to defend themselves was taken down a few notches and he began to grovel i was disgusted with his grovelling and the manner in which he had treated others,disgust
when someone i had had a relationship purely sexual with came up to me after i had used her and acted as if nothing had changed,disgust
when someone makes advances that one does not want,disgust
when someone whom i considered my friend without telling me he was annoyed proceeded to ignore me for several meets with no apparent reason,disgust
when someone whom i trusted disappointed me terribly,disgust
when the americans set their nucleaar missiles in europe,disgust
when the committee to which i belong was accused of having squandered the money of the association,disgust
when the nz rugby union announced that they would proceed with a rugby tour of south africa,disgust
when the summer holiday job was almost over,disgust
when thieves broke into our house i was disgusted by their behaviour they did not find anything so they broke things like the windows glasses etc,disgust
when walking along the beach with my boyfriend we saw people having sex on the sand dunes in full view of everyone it was the fact that they chose that area in which to have sex that disgusted me,disgust
when we complained about the uncleanliness of the work place the authorities agreed to have the place cleaned even after days nothing had been done i felt disgusted at the whole situation,disgust
when we were young a friend of mine tried to dissect a frog while we were playing near his home,disgust
when working in a chemical laundry i saw rats and maggots in the washing,disgust
when for example someone is calumnating,disgust
whenever i see a spider or a snake i feel disgusted,disgust
whenever i see an alcoholic,disgust
whenever i spoke to a female classmate i felt disgusted she said meaningless things and seemed to indicate something to me but i did not lovelike her,disgust
while reading olli jalonens new book the distant cold and selfish relationships between people in the book made me feel disgusted,disgust
while travelling in a bus there were three people sitting behind me two men and a woman they were drunk and the conversation was unbelievable about fucking fellatio etc they tried to get others to take pa in the conversation i loathed it and felt like crying,disgust
while walking in town i noticed how the police harrassed a man who was under the influence of alcohol they terrified him with the thought of arrest by driving close behind him on a pedestrian street my disgust was directed at the gestures and the facial expressions of the policemen they seemed to be enjoying themselves,disgust
while walking on the street with a good friend of mine we met an acquaintance of hers my friend staed showing off and telling false stories about herself and praising herself,disgust
while watching a film of an experimental operation on a cats brain in which the cat had metal pieces protruding from its eyes mouth etc to keep the head stable while being cut open,disgust
while watching a movie someone who was drunk staed vomiting helplessly,disgust
while watching the movie called deer hunter on tv when it showed how prisoners were treated,disgust
with a manager who insists on making crude innuendos peaining to sex,disgust
with a woman who had walked into my place of employment and urinated on the floor in front of everyone,disgust
with an alcoholic,disgust
with my mouth full of bun i drank directly from a packet of milk which turned out to be weeks old completely separated it took a while for the milk to seep through the bun,disgust
with the nz rugby union wanting to send the all blacks to south africa,disgust
yesterday in the elevator a man staed smoking this is something i just can not tolerate,disgust
yesterday i was just about to cross the road when a country guy who was ahead of me spat out a mouthful of betel juice on the road it was very windy and had i not checked my speed i would have had a very good shower of his saliva though i was not angry i felt that these people were very indecent,disgust
a girl who is a friend of mine was having an affair with a boy who is also a friend of mine i got to know that this girl was also seeing another guy later on she just broke off with this friend of mine without giving any explanations this ma,disgust
i am disgusted by people who spoil their identity because of misbehaviour this morning when i was in a crowded bus i found a seat on which a university student was sitting on one side and he had put his bag and files next to him there was very,disgust
one day when i was sitting in a not very crowded bus a middle aged woman was standing beside me the person sitting next to me got up to get off and this woman pushed me and occupied the seat then she took off her shoes and put her feet on the,disgust
i once saw an old man up the road fossicking through the rubbish bins and the gutter i was really disgusted at first but ive seen him a few times since then and now i feel really sorry for him and i often give him cigarettes when i see him becau,disgust
i was an instructior in a youth organization whenever we the instructors would have a meeting the advisor would be present he did not understand our worknig conditions but talked a lot and had a lot of outdated ideas whenever we disagreed wit,disgust
my parents claimed me on their income tax after i had been out of the house for two years receiving no financial suppo from them as result i had to work more during school because they were expected by the fao to contribute to my education when t,disgust
when i had exams a relative of ours who lives in another citycame to visit us and i felt disgusted at him,disgust
at what i was capable of of selfishly using others for sexual encounters while i held a vision of having a deepening aboveboard you know girl next door devotion to a girl in my head my drives and actions did not match this so consequently i,disgust
a gathering of a social spos club at which they proceeded to show pornographic videos and then afterwards when most people had had quite a bit to drink carried on in a very degrading unmoral manner especially females exposing and flaunting,disgust
while travelling in a bus there were three people sitting behind me two men and a woman they were drunk and the conversation was unbelievable about fucking fellatio etc they tried to get others to take pa in the conversation i loat,disgust
in autumn i had to move to another lodging my landlords quite intelligent people warned me i had to move in the nearest future but i had difficulties in moving my luggage because i couldnt wait for a car to come how amazed i was to hear them,disgust
i vividly remember having feelings of disgust toward some of my jr high classmates who didnt work at all on their schoolwork and who would coplain and take my tax money when i was older and more successful than they were at the time i pictured so,disgust
i became disgusted with the man on whom i had counted who i had trusted the man who should have been my mainstay my father i could hardly make myself and the others believe in this emotion it has cumulated after events and deeds everything,disgust
i detest any kind of constraint and hate the attempts of elder people to force me to a norm of behavior without having legal or moral rights to do it i felt this emotion when a neighbour of mine made me kick out my guests because they had talked ve,disgust
i had joined a youth group that observed the affairs of our community and so i had many oppounities to contact the government and the committee members of the district board a local executive structure we always tried to consult and discuss,disgust
a few days back i was waiting for the bus at the bus stop before getting into the bus i had prepared the exact amount of coins to pay for the bus fair and when i got into the bus i put these coins into the box meant to collect the bus fair i t,disgust
while walking in town i noticed how the police harrassed a man who was under the influence of alcohol they terrified him with the thought of arrest by driving close behind him on a pedestrian street my disgust was directed at the gestures and th,disgust
during these summer vacations a schoolmate who was not in my class went to britain before he left his classmates and some of us who were accquainted with him had a bbq on the beach when i arrived i saw that some people who were not close,disgust
at a smrgasbord table a man mixed differnet kinds of picked herrings with fruit salad,disgust
my boyfriend and i did not have any contact with each other during the summer holidays i met him the day of the registration and looked through him in the canteen he asked me if i wanted to have a drink and i said no as i did not want him to,disgust
the teacher of one course gave me questions with subquestions going from a to e for each question she asked me to do all this in one and a half hours it involved a lot of describing and explaining and even though i knew all the answers i co,disgust
friends who toure animals,disgust
my roommate liked to listen to some meaningless songs which had melody but had no content we lived together so when he played the recorder i was forced to listen to them i could not tell him that i did not like to listen to the songs as i had n,disgust
i was at home and i heard a loud sound of spitting outside the door i thought that one of my family members would step on the spit and bring the germs in the house,disgust
the time i knocked a deer down the sight of the animals injuries and helplessness the realization that the animal was so badly hu that it had to be put down and when the animal screamed at the moment of death,disgust
at hostel my roommate was a very selfish person and would avoid doing anyhting that did not concern him a few of us prepared lunch together and had decided to share the work my roomate had promised to do the same but i had to wash the bowls eve,disgust
when i saw all the very drunk kids years old in town on walpurgis night,disgust
during a recent meeting mr a showed his excitement and overindulged in the notes delivered though his curiosity could not be blamed his way of accquiring knowledge was an extreme behaviour eg he always tried to know what i was reading and ga,disgust
when i was a teacher in an evening school a girl raised a lot of questions and expressed her opinions she very often took a stand which was different from mine and she thought that it was better than mine her opinions were helpful academicall,disgust
normally i do not feel disgusted,disgust
a girlfriend of mine behaves in a very childish way she does not like my going to see a friend who has been introduced to me by this same friend of mine i would like to be friends with both of them but she does not like this as she is possessiv,disgust
can not think of any situation,disgust
can not remember,disgust
when i discovered my mother had been having an affair with my fathers best friend and then ran away with him without even speaking to me about what she was doing letting me come home from school simply to find her gone i was filled with disgust a,disgust
