content,sentiment
i have been made to feel totally unwelcome by my managers at work i ve gone from being one of the most trained in my team to human being of the least,sad
i have been on a roller coaster of emotions over these supposed feelings that something unpleasant was coming,sad
i have been perspiring like crazy even in school that makes me feel so diy and muddy,sad
i have been plagued throughout my life with this uncanny feeling of disappointment that it isn t enough that i am doomed to fail and others will delight in it with an i told you so,sad
i have been so happy these past two months you give me so much that i feel ungrateful admitting i think i need more,sad
i have been staing to feel drained,sad
i have been staying in the word and memorizing scripture and through this i feel that god is showing me just how ugly my hea is,sad
i have been struggling with this feeling of being damaged,sad
i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my effos to what matters most,sad
i have been talking with a growing number of friends over the past few months who have been telling me stories of feeling emotionally beaten up by life,sad
i have been wanting to write about a secret life i live one that only a handful of people know about one i keep secret and one that i feel embarrassed about even though i know it is perfectly human normal and deep down i feel it is right,sad
i have begun to feel really burdened for the women in our slums paicularly my mamas in kina,sad
i have better things to do than to feel humiliated,sad
i have but i still feel so useless wohless and even worse alone,sad
i have come off conquerer others i feel i have missed the mark or perhaps the lesson that i was suppose to learn,sad
i have days weeks when i feel a little deprived,sad
i have days were i prefer to be the submissive it is a simple life i feel on the days i am submissive i do my best to please him he seems to be happy enough after two years of having me,sad
i have definitely seen and felt many blessings from heavenly father especially on the days when things feel gloomy and lonely while mike is away working hard for our future,sad
i have depression and things just staed getting better but today i felt so bad you know they feeling in the pit of you hea that your a wohless failure,sad
i have done quite a bit of traveling together and so know how to keep the other laughing when we re feeling defeated or stressed and the addition of audie and mona only multiplied the laughter,sad
i have done so in hopes of being inspiring while at the same time looking for solace from people rather than god and for proof that maybe i can do something good while i feel so horrible,sad
i have faith in supreme power and i accept everything and all incidence occuring in life sometimes like today it really makes me feel very very dull and i sta crying,sad
i have fallen into some kind of hole and feeling jaded and run down,sad
i have feeling this is fake,sad
i have felt that true forgiveness comes when you yourself feel that you are no longer victimized and you heal yourself from within,sad
i have finished college had a couple kids worked through feeling entirely discouraged because of a camera that did not have the functions i wanted then feeling like i just couldnt do a decent job taking pictures i have decided to give it another try,sad
i have for myself even when i m feeling crappy,sad
i have forgiven anyone who i feel has hu me,sad
i have found both in my own life and from coaching hundreds of people during the past years that one of the main things that makes it hard for us to make good decisions is our feelings especially the unpleasant ones such as sadness rejection fear etc,sad
i have found myself a lot lately i feel discouraged about many things in life,sad
i have found myself fighting back as he wakes me from my sleep time and time again feeling the hu and sting of my own abandonment to my first love,sad
i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking,sad
i have friends and family back home that can help me when i m feeling homesick because i m sure i will be,sad
i have gained lbs back and i feel terrible about it,sad
i have given said friend space distance talked to friend about problems given friend more space and now i am left with a sour friendship that will never be what it was and a feeling of being ignored,sad
i have good camwhore skill thanks to instagram and pudding which is anotehr super popular social apps to post all your vain picture without feeling vain because others will do the same so ftw,sad
i have had no interest at all to make any effo to meet men and when the chance arrises i then feel burdened with negative thoughts of he ll just be another idiot only after one thing,sad
i have had the luxury of expressing myself and my feelings without the fear of getting beaten up or scolded,sad
i have had things happen and allowed things to happen to me that have made me feel ugly disgusting and unwohy of being loved or even feeling like i matter in this world,sad
i have hated feeling useless and ineffective,sad
i have heard that there are women out there whose pinterest experiences causes them to feel inadequate as mothers wives and friends,sad
i have hu so much and been told to stop so much that i suppose it all leaked into my brain and now i feel guilty when i hu,sad
i have i feel pathetic for lying if i say no,sad
i have just been wandering around santa cruz and thinking about this being the last time in a while that i m seeing all those meaningful streets squares shops caf s where i have spent so much time with my friends makes me feel almost heabroken,sad
i have just got home tonight from a beautiful surprise pay for a gorgeous friends bihday and can i tell you i am feeling so sentimental and awed and actually totally lost for words to really explain how i am feeling,sad
i have keep posting up sleeping pictures when i was feeling exhausted like as of right now especially after lunch getting stuck in the office in midst of the rain nice air conditioning,sad
i have learned to not take myself seriously enough to feel humiliated,sad
i have many days where i feel hopeless today the light at the end of my yellow brick road was shining just a little brighter,sad
i have mishandled things alongside the rest and im feeling remorseful about it right now as opposed to my very initial reaction of not wanting to care because maybe somewhere deep down in me im hoping things might be like before,sad
i have more of an idea of what to expect how time consuming a newborn baby is how much they feed how they might disrupt your sleep the potential for feeling isolated how you have to scale back what you can reasonably expect to do in a day and so on,sad
i have my favorite cookies in the house oatmeal chocolate chip and its hard to stay away from them since im feel pretty discouraged lately,sad
i have never been the type of person to feel homesick when i am away,sad
i have never really had luck with them so im feeling a bit jaded,sad
i have never spent that much on any cosmetic product before and i feel foolish for doing so but i love the way this stuff feels on my skin,sad
i have no better word to describe the way i feel than heabroken,sad
i have no energy to get angry or upset anymore i just feel a little resigned,sad
i have no extra money im worried all of the time and i feel so beyond pathetic,sad
i have no feelings of discontent,sad
i have no idea what to do i have no idea how to help him and i m feeling pretty damn useless right now,sad
i have no idea why am i feeling so aching when i am just thinking about it and the day have not come yet,sad
i have no idea why i was feeling so lethargic yesterday probably because i got a bit dehydrated,sad
i have no money to so any of it out and i feel very messy,sad
i have no planning at all and im feeling really bad about this,sad
i have no ties to make me feel unhappy about leaving home except i will miss jim foster a lot,sad
i have not conducted a survey but it is quite likely that many of them feel as assaulted by onel s demons and other creators as i would have felt had the walls been covered only with eminent figures patriotic heroes and epic deeds,sad
i have noticed a strange feeling of discontent encompass my very being,sad
i have noticed more symptoms coming back over sleeping and eating feeling lethargic my temper and doing less around the house,sad
i have noticed my body has not been to happy when i eat red meat and last week i was feeling lethargic and a little seedy nothing i put in seem,sad
i have noticed my fingers and toes get very cold and almost feel numb,sad
i have one of the guest rooms in our current house that was supposed to be my craft office closet but i honestly never use it since it is up stairs in a cold or hot room that i feel i can t get messy,sad
i have one toe that is staing to feel kind of numb,sad
i have only a few sho weeks here and im feeling many things including sentimental and very grateful for the year ive spent here,sad
i have panic attacks when the phone rings and just feel so isolated,sad
i have paused on purpose that i must step back and recognize why im walking around feeling discontent and then make the needed adjustments,sad
i have personally experienced this gut wrenching feeling and kicked myself later for making those dumb mistakes that result when anxiety gets in the way,sad
i have quite amount of friends here but yet how can i feel so lonely,sad
i have realized from this past week is that it is ok to feel heabroken,sad
i have realized that by ignoring it i am no better and it is heabreaking to feel so helpless against it,sad
i have really notcied is my mental clarity like im finally beginning to wake up after years of a foggy brain and feeling lethargic,sad
i have reason to believe that my faith in trusting them has been betrayed by a lie or worse i sta to doubt what my hea wants to feel this is where things get messy,sad
i have said many times i don t want it to feel fake or overdone,sad
i have simply not feel like learning those unimpoant stuff,sad
i have some great friends and great housemates who have listened to how i feel and reminded me that its so unimpoant and i should enjoy my life and be proud of myself,sad
i have spent more than what i expected when i went to the us last summer so i feel burdened that i have to work to lessen the financial burden of my parents,sad
i have spent today feeling horribly unhappy,sad
i have staed this journal because i feel like a bunch of unfounate and seemingly random things happen to me and i would like to keep track of them,sad
i have still been feeling numb i cant feel myself chewing or swallowing food,sad
i have succumbed to the dreaded commuter virus and feel altogether a little bit rotten,sad
i have switched songs as that one was beginning to make me feel a little melancholy and who the fuck needs that,sad
i have these bunch of friends im grateful to have the squad mates and the teammates but theres another bunch of people out there that made me feel so wohless because everything i try to do with them it seems so forced conversations it seems like i am forcing my words on them and everything else,sad
i have these great feelings of fear and trepidation that these children will be abused because i know what the statistics are,sad
i have this kind of life so my girlfriend would feel very lonely for sure,sad
i have this mixed up kinda feeling and i really feel unimpoant to the people around me,sad
i have this nasty feeling that i am being an ungrateful wretch,sad
i have this so of feeling like an emotional undercurrent that im waking up in a so of spiritual inner hea kind of way,sad
i have ticket stubs going all the way back to and every once in a while when i m feeling kinda sentimental i open up the box and go through my ticket stubs so that they can remind me of all the good times i ve had at stadiums around the country,sad
i have to admit i have been feeling very disheaened and disillusioned with the whole publishing community for months,sad
i have to admit i m feeling a little victimized,sad
i have to admit ive been feeling kinda homesick these past couple of days,sad
i have to admit that i m feeling quite gloomy today the first real day on my own in atlanta,sad
i have to admit that while the story itself was interesting in their porayal of the well known biblical story i came away feeling a little disappointed with the end result especially considering the names involved,sad
i have to admit these hilarious e cards are seriously exactly how i feel i am so stressed out i feel at any moment i could sta hy,sad
i have to be honest and say that the first two chapters so of overwhelmed me and i wasnt sure that i was going to be able to follow everything and was feeling kind of dumb,sad
i have to cop out on feeling regretful,sad
i have to deal with the fact that society wants everyone to feel like they re in fake love for a couple of days and then we can all forget what emotions are,sad
i have to do what i have to do i feel like a little kid who is being punished by her mother for something she did wrong,sad
i have to emphasize the feeling of lost and found,sad
i have to feel whiney when i m just today one week out of surgery major abdominal surgery,sad
i have to keep fighting for my life until i truly run out of fight and i ve been close enough to that twice to know a bit about what it feels like and we re not there yet no matter how despairing all this feels,sad
i have to loathe myself or even allow myself to feel damaged long term,sad
i have to look for more problems to heap on myself when i already am feeling burdened,sad
i have to mention that i feel slightly unhappy because i have yet to get back any of my prelim papers maths aside and because of that ive been feeling stuck in limbo for the last weeks because i cant really sta studying properly until i get back my papers,sad
i have to outweigh the feeling of discontent when i finally get in my bed at night,sad
i have to relate it to how a subject percieves something unsavory or maybe how the meaning or feel of unsavory depends on the way we percieve our subject positions,sad
i have to say i still feel completely rotten and constantly exhausted,sad
i have to try and adjust to not overdoing it and feeling kind of useless and frustrated with the physical limitations,sad
i have to visit them every after school and later i have to go tuition and i do not have the time to even study for my exam next week and i have a feeling that i am so going to fail a lot of my subjects and to be blamed for either not concentrating during class or not studying,sad
i have tried sometimes to spend time with them to make them feel less miserable in school and have usually had my offers thrown back in my face,sad
i have tried to live a good honest life and yet it feels like im being punished,sad
i have tried to see what it would be like if i liked one of my girl friends but it has never really worked and i can only ever feel an emotional connection to them because they are my friends,sad
i have trouble in early afternoon and in the evening with feeling lethargic and pessimistic so i save it for then,sad
i have trouble not focusing on it not feeling it all throughout the day because i know he s suffering and i know my mom is suffering in a whole other way,sad
i have tryed different ways for people to notice me but i feel fake doing them because none of it is myself,sad
i have tuned in to some country music the past year but it has only left me feeling empty,sad
i have unwashed hair but a new shi and also the weather is the bomb but i also feel sleep deprived and havent had a diet coke and its am,sad
i have wanted to perhaps convey my feelings of a matter instead of my thoughts and have rejected it because i have thought feelings in the matter irrelevant,sad
i have wonderful family who are constantly on the lookout for me make phone calls for me do pr for me but i feel helpless and folks i am a doer so i always feel like if i cant help myself then,sad
i have yet to meet a cancer patient who does not feel burdened by some poor self image unresolved conflict and worries or past emotional trauma that still lingers in his subconscious,sad
i haven t been able to do a lot of stuff most people managed to do in various points of their lives i feel that i have missed out a lot in life and i know that my current path is my only ticket to live a live that i want to,sad
i haven t been here for even a year yet i can t help but feel slightly disillusioned about the peace corps ideal,sad
i haven t quite figured out and whenever i can t find the time or ability or money to take care of each side equally i end up feeling disappointed,sad
i haven t seen that side of him for a couple of years now that hes on some medications may be depression is genetic and thats why i feel so shitty all the time,sad
i havent been feeling homesick knowing they were all getting together to enjoy my mums cooking did make me want a telepoer,sad
i havent been like that lately and i am seriously feeling depressed about it,sad
i havent gone a week without exaggerated eyelids since year at school i feel pretty fucking shitty,sad
i havent had dinner but im also feeling pretty lethargic so im not sure thats going to happen at all at this point,sad
i havent really talked to anyone about it in depth because i feel like im being whiney repetetive and needy,sad
i heap the guilt on and feel wohless and embarrassed because of my lack of productivity,sad
i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,sad
i hear are owners who feel victimized by their associations the associations attorneys or the propey manager,sad
i hide this secret inside of me away from everyone because i feel ashamed and like i have no assistance in making it better,sad
i highly doubt we would see a young jean and scott but considering this would be limited and no reason to have these actors in future movies since it has been announce that we are moving on to aoa in the next feature it feels like a missed oppounity,sad
i hit a ceain point in the middle and something was revealed that left me feeling so overwhelmingly devastated that i had to set the book down and walk away for a while,sad
i hold it for a day my arm will feel numb and paralysed,sad
i homophobic men repressed homosexual feelings paranoia projection a tragic story how dangerous sexual repression is,sad
i honestly believe those darker days are the reason i push so hard to be someone of woh in my future i feel it is my duty to make up for all the time i lost,sad
i honestly do not feel discouraged today as i usually do,sad
i honestly feel is almost tragic,sad
i honestly feel kind of embarrassed and a bit guilty,sad
i honestly feel rejected,sad
i honestly feel so unhappy with everything in my life and it isnt simple enough for me to be able to change these things that are making me feel so unhappy with a click of the finger,sad
i honestly feel that im being ignored and left alone,sad
i honestly hoped for you to wake up one day feeling terrible crying blood whatever,sad
i honestly loved this place and felt pretty comfoable here but after this i don t really know how to feel the school has taken action to help me get through this unfounate situation which i am really happy about because i wasn t expecting any suppo,sad
i hope everyone can help with charity work without feeling stressed about such things,sad
i hope for is that those ceain people can attend to more impoant things in their lives but still come back to blogging if they feel they missed blogging,sad
i hope i m proved wrong but i can t see the england u international hitting double figures next season and unless they invest in the rest of the team to provide him with service i feel they re doomed,sad
i hope no one feels im ungrateful because thats not the case,sad
i hope she didnt get that feeling i didnt want to make her feel bad about bringing it up,sad
i hope she leaves you and i hope you feel heabroken that you messed up your marriage,sad
i hope something magical happens today because im feeling kind of listless,sad
i hope that by telling them ill find out more about who i am how i got to this place in time and not feel so lost and alone,sad
i hope that i soon wont feel like a stupid slut,sad
i hope that one day i can escape tia place that i feel has held me back that has inhibited me from reaching my potential but that isnt me for decide just to pray on,sad
i hope the two of you don t feel it was all in vain,sad
i hope to make blood clots feel unwelcome in my body in any way possible as one of my new years resolutions,sad
i hope you do because otherwise your wife will sta to feel if she hasn t already unimpoant in your life,sad
i hope you like this more honest amp raw blog post amp if you are feeling unhappy i hope this makes you feel less alone,sad
i hope you will also feel a little foolish for doing so,sad
i hoped it would i would feel disappointed and depleted,sad
i hoped she wouldnt feel disappointed if no one called,sad
i hoped to get from her this weekend in an attempt to not feel so utterly isolated inside ambleside with the cuains firmly closed on what was the warmest sunniest day of the year so far,sad
i how he is feeling about the fight i m disappointed and kind of disgusted with myself,sad
i hu so bad i feel like i am finally getting punished for thinking the way i do and feeling so damn restless,sad
i hu went on and found someone more wohwhile so why when i cast my mind back to those times does it still make me feel ashamed,sad
i hu your feelings and for that i am sorry,sad
i huled through the first chapters desperate to see what was so good about it but came away feeling disappointed,sad
i identify with being independent admittedly sometimes to a fault and being strapped all the time makes me feel needy,sad
i ignore her once shell keep trying and trying and trying till i break down and feel horrible about myself,sad
i ignore peoples talking when i feel hu already,sad
i ignore this voice as well knowing by now it doesn t matter if i feel humiliated by what you request of me i like that feeling i welcome that flushed hot feeling of embarrassment that you can arouse in me,sad
i ignored my feelings i ignored myself,sad
i im feeling rot im feeling rotten today i guess i forgot i am shot im not o,sad
i imagine being a man it s like being kicked in the nuts repeatedly that s how bad it feels you feel like you want to curl up and die a devastated schalm said after the bout,sad
i imagine how would it feel to hold you nothing perverse just to know you to feel the heat of your breathe moving through me your feet tangled with mine,sad
i imagine is how this woman at the breast clinic had been feeling and how unfounate that something like this did happen for her,sad
i inadveently helped with a joke that hu a classmates feelings and embarrassed her beyond all reason,sad
i instantly feel rejected,sad
i invest in my friendships i feel hu when i perceive that this investment is not returned,sad
i is celebrated with great fan fare which happens to be january th or october nd disregarding here of course the rare sense of gandhigiri euphoria generated by an unexpected source such as munnabhai we come across the inescapable phrase which i feel has been much abused a hindu fanatic,sad
i is so brave to express her feelings for tomoe despite being rejected,sad
i journaled about my tendency to sometimes overcommit myself which can make me feel exhausted and overwhelmed,sad
i just am so tired of feeling lonely and yet when someone comes along who can take away that feeling i run away,sad
i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,sad
i just can feel so pain but nothing to do blank and speechless,sad
i just cannot write when i am so sick and that means more than a week of feeling rotten which means a stalled novel,sad
i just cant contain my joy but right now i feel troubled,sad
i just cant shake my mood and i feel more listless and unsettled than relaxed,sad
i just couldn t decide what to feel she didn t tell me and then she blamed me because i never told her it would be like that,sad
i just decided to put a closure on the irritant and avoid them altogether or make their presence feel equally unwelcome,sad
i just do it to keep up with ian but really i feel shitty about it and wish i could just date ian,sad
i just don t feel i have it in me to get out of bed i can will the dull throbbing of hopelessness to give way and let foh a renewed sensed of hope reflect back on my accomplishments and dig up the inner strength i ve worked so very hard to reestablish,sad
i just don t like to be asked about the reason behind my mood when i m feeling gloomy laughs,sad
i just feel awful and unlovable and thoroughly sorry for myself,sad
i just feel disappointed for losing he said,sad
i just feel discouraged,sad
i just feel discouraged because the industry is enormous what makes me special in a sea of pretty girls,sad
i just feel disillusioned,sad
i just feel drained by most of the gameplay i do,sad
i just feel extremely stressed because everything is happening so fast i cant manage to get my head around it,sad
i just feel gassed and low energy,sad
i just feel guilty that he died outside my window whilst i slept and did nothing to help him,sad
i just feel he was another dumb character that deserved to get killed,sad
i just feel heabroken vunerable and sick tonight,sad
i just feel humiliated and stupid that i didnt realize that all these things were only pushing you faher away from me,sad
i just feel jaded about it all now,sad
i just feel like all my effos are in vain and a waste of time,sad
i just feel like an awful mommy,sad
i just feel like i should become an ungrateful bastard instead,sad
i just feel like i was foolish ignoring warnings about cell phones,sad
i just feel like im being punished for it now even after i said sorry,sad
i just feel pathetic for this world,sad
i just feel pathetic holding on when theres obviously nothing for me to hold on to,sad
i just feel really emotionally drained,sad
i just feel really lame,sad
i just feel really listless right now,sad
i just feel really needy,sad
i just feel rejected by him over and over which is just weird,sad
i just feel so awkward and i know i am awkward with them,sad
i just feel so damaged hu and in severe mental and emotional pain right now,sad
i just feel so defeated that once again im the weirdo that cant adjust to motherhood,sad
i just feel so depressed and i don t know what would make me happy,sad
i just feel so diy,sad
i just feel so discontent about my life these days,sad
i just feel so heabroken out of loneliness,sad
i just feel so hopeless sometimes,sad
i just feel so inadequate today,sad
i just feel so listless,sad
i just feel so listless and lost,sad
i just feel so listless from the gloominess of it all,sad
i just feel so ugly,sad
i just feel so useless and utterly wohless,sad
i just feel stupid for not realizing what was going on sooner,sad
i just feel that the roster looks messy with characters on there from to new members it might look as though we cant be bothered to housekeep it and there is a risk albeit very small that we might get an ebayed toon turning up in guild on an old members toon,sad
i just feel totally devastated,sad
i just feel totally useless today,sad
i just feel troubled,sad
i just feel very dull right now,sad
i just feel wohless and stuck,sad
i just feeling needy,sad
i just finished a long day of work and am feeling a bit sentimental and its been a few weeks so i thought id get on here and write a few words,sad
i just finished watching the desendants and young adult and im left feeling strangely blank,sad
i just focus on my sermon itself and think about all of the research and writing and practicing that lies ahead of me i feel burdened,sad
i just found out that my gut feeling unpleasant though it was was correct,sad
i just go to bed with my feeling of discontent,sad
i just got home from a dinner with the barcial it was fun but it made feel so gloomy,sad
i just got this overall feel from him that he was an elitist and somewhat jaded,sad
i just got up from a nap feeling really rotten so exhausted that i feel like i could just wilt onto the floor just sitting here,sad
i just had a baby i feel crappy about myself and my husband doesn t seem to want to have sex with me as often,sad
i just had a very brief time in the beanbag and i said to anna that i feel like i have been beaten up,sad
i just hate the feeling of being unhappy,sad
i just hate to feel unhappy emotions,sad
i just have a general feeling of this unpleasant heaviness from my stomach up,sad
i just have this awful feeling that im going to do something really idiotic like decide to make my simple quick to make mini tote a more tricky project by deciding to use two pieces which need to be stitched together,sad
i just have to allow myself to loosen up a bit so i don t feel too stressed and restricted by myself,sad
i just kind of feel blank about the whole thing,sad
i just listened to ed and then after feeling regretful i just laid on the floor with a sore throat and my hea beating in strange rhythms,sad
i just need a few minutes to feel put upon and gloomy or to rage and spit,sad
i just need to accept to be treated like a princess everyday without feeling dumb about the situation,sad
i just need to rant right now i feel so ignored in life my friends are too busy for me when we hang out we do have fun but only occasionally do we get the chance plus i always seem to be the one organising things or at least paially involved,sad
i just notice what i am doing that is ruining my happy moment because this feelingof discontent is my resistance to receiving love in the genuine way its being delivered,sad
i just remember getting in the car and my body feeling really lame,sad
i just sat there feeling so empty and lost and scared,sad
i just sat there in my group feeling really depressed because my book just had to go missing at this time,sad
i just say that i am not even feeling embarrassed when i pause and rewind my dvred commercials if the breaking dawn preview comes on,sad
i just say that i feel like a terrible person for not being completely in love with this book,sad
i just so of feel lame in comparison to other bloggers,sad
i just stayed there letting myself feel a little melancholy,sad
i just want people to leave me alone and not make me special because i feel really vain and bad when people pay that much attention to me,sad
i just want to feel numb nothing an emotionless day if you will,sad
i just want to say all the things i want to say without feeling embarrassed or making other people upset,sad
i just want to stop feeling so shitty i feel terrible and horrid and eurgh,sad
i just want u to know how u make me feel unimpoant ignored jealous and more middle school level adjectives,sad
i just wanted the dark of night to swallow me up into the depth of sleep similar to a coma so as not to feel and endure the suffering deep within,sad
i just wanted to read books watch tv and feel miserable,sad
i just wanted to write this post because i m sure like myself there are many of us struggling with the same problem feeling deprived and isolated on such a restricted program but i hope you realize that you are doing it to yourself and you don t have to feel that way at all,sad
i just was expressing myself and her unexpected and kind gesture made me feel bad for a sho moment as that was not my intent but for a larger moment which remains with me it reminded me of my blessings like having good friends that have your back,sad
i just wasnt feeling it so i willfully broke my routine,sad
i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,sad
i justified in feeling slighted or am i just being ungrateful,sad
i kali ni feeling aku dah beukar jadi boring benci,sad
i keep feeling that im unloved unwanted unimpoant in everyones eyes at all,sad
i keep feeling that sometimes one just has to fake it till they make it,sad
i keep finding all these people who make me feel so terrible about life,sad
i keep forgetting but shouldnt is no matter what happens i should not hesitate or feel too ashamed to come back to allah and get back on my feet,sad
i keep going despite feeling miserable,sad
i keep reading more and more comments aicles that are being posted about my very church my church that was established to show love to those who feel none to show hope in a hopeless world to show joy in places that knows it not my hea literally breaks,sad
i keep these things predominantly for fix functions and will not arranged right now to create a style applying twelve months previous ingredients until i m feeling much more perverse than usual,sad
i kept feeling like i missed something and i needed to go back and re read,sad
i kept having this strong feeling of moving into something i stayed and i was punished for not stepping out when i should,sad
i kept my hea open and exposed while watching the news every night i would most likely never recover from the rush of helpless and hopeless feelings created by all the tragic stories,sad
i kept quiet feeling a little foolish that i had been too quick to jump into conclusion,sad
i kept trying to get back to changez s lugubrious face which reclined morosely in his good hand as the guests filled the air around him with cultivated noise,sad
i kicked myself repeatedly over the next hours for feeling so ungrateful,sad
i kind of asked somebody if they confirmed my feeling and they ignored me so i guess i went on,sad
i kind of feel lame but still dont regret coming,sad
i kind of feel like im losing a pa of myself as lame as that is to say,sad
i kind of wish i had come up with those thoughts myself rather than feeling the way i do now a lame disciple merely about to regurgitate eva s thoughts on to you all,sad
i kinda feel ungrateful because everyone always writes about their friends and i never have,sad
i knew i have this feeling but i ignored it,sad
i knew i was going to look at the mess and feel guilty for not pushing myself to get it taken care of,sad
i knew i was shaking for many reasons a big one being since this cyst drama staed i get so cold so fast and feel drained,sad
i knew it would feel empty and there would be the potential to feel like i wasnt doing well as i wasnt passing folks,sad
i knew something was off as i have been feeling so bad,sad
i knew then what it was like to feel heabroken,sad
i knew where things was headed but that didnt really prepare me for the heabreak even i would feel my hea broke for danielle and all other military wives that have had to go thru losing their husband trying to protect our country,sad
i knew yesterday that i was getting a cold but this morning i feel terrible,sad
i know a lot but i feel so stupid because i can not poray it,sad
i know and i am eternally torned about it because i feel helpless and useless,sad
i know are feeling alone,sad
i know beyond a shadow of a doubt that i am loved i feel the most unloved unwohy and rejected ive ever felt,sad
i know but it still feels very unpleasant,sad
i know every baby is different but i feel like ive already exhausted pun intended my bag of tricks,sad
i know feel a sense of responsibility toward those whose family and homes were devastated by hurricane katrina,sad
i know first hand and all too well those feelings of pain hu embarrassment and even shame over self image body shape physical features weight etc because of what i have let my body become,sad
i know for a fact that happiness will forever be alien to me i still feel heabroken,sad
i know gay analogy but i am feeling weepy,sad
i know he loves me and showers me with graces so i never need to feel unloved rejected or a lack of anything not time or things or money,sad
i know he needs space to deal with things but i am left suddenly feeling even more helpless and alone,sad
i know how awful it is to be on your a game and not see any results and just feel crappy overall,sad
i know how i sound and i feel lousy about myself for sounding that way and for feeling the way i sound but i made a good contribution at work today and now the chip is on my shoulder when i think about the mistreatment that i have received,sad
i know how it feels to suffer pain and sorrow and loneliness and to know that mom is suffering because of her illness,sad
i know how it feels when i have read someone suffering in pain mentally,sad
i know how that feels have in ars nes own words disturbed the croatians season somewhat,sad
i know how they feel about it all and they talk like the ppl above them on the ladder are so vain amp shallow amp bla bla bla,sad
i know how u feel i hated how people say to just stop thinking about it but try to get help and distract yourself also try to get ur anxiety out in a healthy or helpful way,sad
i know how you all feel my mil has hated me since day,sad
i know how you feel and im sorry,sad
i know how you feel i m sorry you feel like that,sad
i know how you feel i was depressed once for several days,sad
i know how you feel i was physically abused as a child by a family member and was beaten by my father til he died when i was and then my older brother beat me til i moved out at,sad
i know i am feeling discouraged and cynical,sad
i know i have been affected by it and the impoance of beauty is embedded so deeply in me that i don t think i will ever stop feeling inadequate in some ways for not measuring up to society s narrow and unattainable view of beauty,sad
i know i have some obnoxiously immature sounding verbal tics and my voice is kind of nasal and i don t always come across like the sharpest tool in the shed especially when i m feeling awkward but there s knowing and there s knowing you know,sad
i know i haven t posted anything for months and i feel kind of guilty big thanks to the exams tests and assignments and all but so far so good,sad
i know i know you have looked at these pictures and are likely not feeling too sorry for us,sad
i know i never say or act that way but in reality its how i feel financially i feel disheaened because of my car,sad
i know i should be excited about going away for a few days but instead i feel nothing and that makes me feel like an ungrateful horrible person,sad
i know i should feel dismayed or at least sheepish that one of my friends basically believes i have an eating disorder but actually my emotional response to his statement was one of genuine surprise and pleasure that someone had noticed and remembered something about me,sad
i know i should write something but i m feeling a bit blank at the moment,sad
i know i shouldn t be upset shouldn t feel this melancholy that is eating away at my insides leaving tears in my eyes and an ache in my hea,sad
i know i shouldn t compare the relationships but i feel we are so disadvantaged and kept kiddy,sad
i know i will feel quite melancholy this weekend as its our very last bit of relaxation downtime within those four walls before a week of working packing and then eventually moving,sad
i know if i do ill get guilted about making her feel unwelcome,sad
i know ill feel shitty the whole time,sad
i know intellectually that it s not true but i feel entirely isolated,sad
i know is that i feel somewhat defective in the romance depament,sad
i know is that she s here and i m so thankful for her warm loving and peaceful presence i feel when my anger or feelings of discontent and frustration flare up,sad
i know it is so disgusting horrifying i feel so diy,sad
i know it meant that i will get ignored more and that i will have that feeling more still i did keeping all the sadness and all the ignored feeling,sad
i know it shouldn t feel unsuccessful but the only way to come back and make that be the right decision would be to come back and win a super bowl,sad
i know it will be no picnic and i will not feel defeated at all if i get my first contraction and immediately decide to go for the epidural or if i am induced or have to have a c section or whatever may be,sad
i know it will come next week and i will sit in it relish it love it hate it and feel the hu,sad
i know its been a long time and i feel so pathetic why i have to feel this way but i do,sad
i know its been awhile since i posted but between feeling crappy all the time work and just being plain lazy i havent even gotten on the computer,sad
i know its not always as great an experience as ive set out here but if youre feeling a bit jaded and would like to remind yourself of what it was about teaching that attracted you in the first place you might like to give it a thought,sad
i know its too late to crawl back to you but im feeling so alone,sad
i know karen wouldnt see it that way if i addressed these things with her it would open a whole miserable can of worms she wouldnt see that shes doing anything wrong and wouldnt be open to hearing how i feel it would turn into an ugly confrontation and i hate confrontation,sad
i know ken has this down but im feeling really inadequate what am i doing wrong,sad
i know later when i read this ill feel regretful that ive posted such thing and ill be mad at my self,sad
i know luh feeling damn awkward can,sad
i know many people still feel betrayed by neil odonnell for his two very unfounate interceptions and i realize the loss is at the top of most fans lists of most heabreaking moments in pittsburgh spos history but i dont look at it that way,sad
i know my feelings being kinda numb pathetic and full of sorrow about a useless thing called love,sad
i know my good friends are biking through tulip fields i feel a little regretful,sad
i know not all women feel this way but i have felt very unimpoant int the church and almost dare i say second class citizen im not trying to bash the church but i think some women are so thirsty for knowlege about her to reinforce their own place and impoance in the world,sad
i know other musicians who feel punished for being gone nagged guilt tripped,sad
i know people usually feel devastated when someone they know dies the fact that they didnt invite me to the funeral has hu a lot,sad
i know scones are not a must have food but i am determined to live a frugal lifestyle without feeling deprived,sad
i know she feels helpless but that kiss that cuddle the hug every morning and the love you every night,sad
i know suicide is selfish but right now i feel like i am wohless and that in the long run it would be better for everybody else,sad
